experiment_id,category,dataset,method,model,condition,accuracy,macro_f1,std_accuracy,std_macro_f1,source_metrics_file,source_figure_file,status,notes
foundation_noise_dl_wgn_lvl-5.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=-5.0; denoise=kalman,0.238535,0.210313,0.037485,0.045186,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl-5.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=-5.0; denoise=none,0.203022,0.187216,0.011937,0.017054,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvlneg5p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl-5.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=-5.0; denoise=notch,0.207474,0.190935,0.013083,0.018990,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvlneg5p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl-5.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=-5.0; denoise=pca,0.160844,0.139597,0.012658,0.018985,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl-5.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=-5.0; denoise=wavelet,0.192888,0.151987,0.029766,0.042382,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvlneg5p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvlneg5p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl0.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=0.0; denoise=kalman,0.278418,0.270508,0.028331,0.030845,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl0p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl0.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=0.0; denoise=none,0.347967,0.339518,0.029343,0.033073,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl0p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl0.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=0.0; denoise=notch,0.352366,0.344678,0.030257,0.033286,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl0p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl0.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=0.0; denoise=pca,0.248478,0.231405,0.022391,0.026460,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl0p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl0.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=0.0; denoise=wavelet,0.241622,0.221606,0.032793,0.040337,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl0p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl0p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl10.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=10.0; denoise=kalman,0.246456,0.227908,0.014091,0.014065,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl10p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl10p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl10.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=10.0; denoise=none,0.574645,0.573656,0.016950,0.015105,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl10p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl10p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl10.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=10.0; denoise=notch,0.575000,0.574263,0.016059,0.014270,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl10p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl10p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl10.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=10.0; denoise=pca,0.367334,0.356882,0.015103,0.018927,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl10p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl10p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl10.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=10.0; denoise=wavelet,0.240856,0.226905,0.017111,0.016541,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl10p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl10p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl20.0_kalman,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=20.0; denoise=kalman,0.229574,0.204051,0.011596,0.011203,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl20p0_kalman/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl20p0_kalman/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl20.0_none,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=20.0; denoise=none,0.605950,0.605200,0.011541,0.010702,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl20p0_none/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl20p0_none/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl20.0_notch,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=20.0; denoise=notch,0.601634,0.600851,0.012034,0.011142,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl20p0_notch/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl20p0_notch/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl20.0_pca,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=20.0; denoise=pca,0.385172,0.375019,0.015250,0.019491,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl20p0_pca/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl20p0_pca/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
foundation_noise_dl_wgn_lvl20.0_wavelet,noise_robustness,db5,DL,dualres_xception2d,noise=wgn; level=20.0; denoise=wavelet,0.229929,0.209911,0.015300,0.015031,outputs/dl_noise_eval_full/fold1/dualres_xception2d/wgn_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold2/dualres_xception2d/wgn_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold3/dualres_xception2d/wgn_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold4/dualres_xception2d/wgn_lvl20p0_wavelet/metrics_summary.json;outputs/dl_noise_eval_full/fold5/dualres_xception2d/wgn_lvl20p0_wavelet/metrics_summary.json,,confirmed,DL noise full matrix (clean-trained; 5-fold mean/std)
